index	table_id	annotator_id	premise	hypothesis	label 
10682	T1783	GW95	The Contact of Ice hockey are Full contact. 	The sport requires a cold setting to play.	0
10683	T1783	GW95	The Contact of Ice hockey are Full contact. 	Ice hockey players are required to wear all equipment listed.	1
10684	T1783	GW95	The Contact of Ice hockey are Full contact. 	Ice hockey can be played outside during the Summer.	2
10685	T1783	GW72	The Highest governing body of Ice hockey are International Ice Hockey Federation. 	The International Ice Hockey Federation governs a winter sport	0
10686	T1783	GW72	The Contact of Ice hockey are Full contact. 	Ice hockey has always been full contact	1
10687	T1783	GW72	The Team members of Ice hockey are 3 Forwards, 2 Defensemen, and 1 Goaltender. 	Ice hockey is played with 8 team members at a time	2
10688	T1783	GW2	The Venue of Ice hockey are Hockey rink or arena, and is sometimes played on a frozen lake or pond for recreation. 	Ice Hockey is played with six players per team.	0
10689	T1783	GW2	The Team members of Ice hockey are 3 Forwards, 2 Defensemen, and 1 Goaltender. 	In the game of Ice Hockey, 9 is the score needed to win.	1
10690	T1783	GW2	The Venue of Ice hockey are Hockey rink or arena, and is sometimes played on a frozen lake or pond for recreation. 	No special safety equipment is needed for ice hockey.	2
10691	T1785	GW93	The Origin of Interpol are Manhattan, New York, United States. 	Interpol originates from New York.	0
10692	T1785	GW93	The Website of Interpol are interpolnyc .com. 	Interpol is a popular band.	1
10693	T1785	GW93	The Website of Interpol are interpolnyc .com. 	Interpol is no longer active.	2
10694	T1785	GW84	The Origin of Interpol are Manhattan, New York, United States. 	Interpol is a band that originated on the eastern US coast.	0
10695	T1785	GW84	The Labels of Interpol are Matador, Soft Limit, and Capitol. 	Matador was the first label to signe Interpol.	1
10696	T1785	GW84	The Years active of Interpol are 1997-present. 	Interpol was mostly popular in the 80s.	2
10697	T1785	GW60	The Years active of Interpol are 1997-present. 	Interpol has been on 3 different labels.	0
10698	T1785	GW60	The Years active of Interpol are 1997-present. 	Interpol has released albums independently as well as on labels.	1
10699	T1785	GW60	The Years active of Interpol are 1997-present. 	Interpol is not active in 2019.	2
10700	T1786	GW28	The Spouse(s) of Hillary Clinton are Bill Clinton ( m.1975 ). 	Hillary Clinton is a rich woman.	0
10701	T1786	GW28	The Children of Hillary Clinton are Chelsea Clinton. 	Hillary Clinton is married with one child and one grandchild.	1
10702	T1786	GW28	The Spouse(s) of Hillary Clinton are Bill Clinton ( m.1975 ). 	Hillary Clinton is a life-long Democrat.	2
10703	T1786	GW74	The Spouse(s) of Hillary Clinton are Bill Clinton ( m.1975 ). 	Hillary Clinton married Bill Clinton the year she turned 28.	0
10704	T1786	GW74	The Political party of Hillary Clinton are Democratic (1968-present). 	Hillary Clinton was affiliated with the Democratic after her 21st birthday.	1
10705	T1786	GW74	The Other political affiliations of Hillary Clinton are Republican (before 1968). 	Hillary Clinton was a Republican until age 25.	2
10706	T1786	GW60	The Other political affiliations of Hillary Clinton are Republican (before 1968). 	Hillary Clinton has been a member of 2 different political parties.	0
10707	T1786	GW60	The Spouse(s) of Hillary Clinton are Bill Clinton ( m.1975 ). 	Hillary Clinton continues to reside in Chicago, IL.	1
10708	T1786	GW60	The Spouse(s) of Hillary Clinton are Bill Clinton ( m.1975 ). 	Hillary Clinton was 30 years old when she married Bill Clinton.	2
10709	T1787	GW85	The Breed of Breed are Thoroughbred. 	Huaso is a breed of dog.	0
10710	T1787	GW85	The Colour of Breed are Chestnut. 	Huaso is not known for its coloring	1
10711	T1787	GW85	The Colour of Breed are Chestnut. 	Huaso is white.	2
10712	T1787	GW4	The Colour of Breed are Chestnut. 	Huaso was born in the 20th century.	0
10713	T1787	GW4	The Grandsire of Breed are Your Majesty. 	Huaso won a lot of races for their owners.	1
10714	T1787	GW4	The Sex of Breed are Stallion. 	Huaso was a female horse.	2
10715	T1787	GW93	The Foaled of Breed are 1933. 	Huaso was foaled in 1933.	0
10716	T1787	GW93	The Colour of Breed are Chestnut. 	Huaso was a successful horse.	1
10717	T1787	GW93	The Colour of Breed are Chestnut. 	Huaso was black.	2
10718	T1789	GW95	The Budget of Interstellar are $165 million. 	Interstellar made a large profit.	0
10719	T1789	GW95	The Budget of Interstellar are $165 million. 	Interstellar is about astronauts.	1
10720	T1789	GW95	The Directed by of Interstellar are Christopher Nolan. 	Interstellar was directed by a woman.	2
10721	T1789	GW93	The Budget of Interstellar are $165 million. 	Hunt for the Wilderpeople made over four times its budget in the box office.	0
10722	T1789	GW93	The Country of Interstellar are United States, and United Kingdom. 	Hunt for the Wilderpeople was more popular abroad than in the United States.	1
10723	T1789	GW93	The Running time of Interstellar are 169 minutes. 	Hunt for the Wilderpeople is less than 2 hours long.	2
10724	T1789	GW84	The Running time of Interstellar are 169 minutes. 	Interstellar ran for over two hours.	0
10725	T1789	GW84	The Budget of Interstellar are $165 million. 	Interstellar made more money in the US than in the UK.	1
10726	T1789	GW84	The Cinematography of Interstellar are Hoyte van Hoytema. 	Interstellar had a team of women in the editing department.	2
10727	T1792	GW93	The Origin of Hillsong United are Sydney, NSW, Australia. 	Hillsong United come from Australia.	0
10728	T1792	GW93	The Years active of Hillsong United are 1998-present. 	Hillsong United is popular in New Zealand.	1
10729	T1792	GW93	The Years active of Hillsong United are 1998-present. 	Hillsong United stopped being active in 1998.	2
10730	T1792	GW14	The Years active of Hillsong United are 1998-present. 	Hillsong United have been active for just over 2 decades.	0
10731	T1792	GW14	The Website of Hillsong United are www .hillsong .com /united. 	You can purchase Hillsong United concert tickets on their official website.	1
10732	T1792	GW14	The Origin of Hillsong United are Sydney, NSW, Australia. 	Hillsong United originated in the Western Hemisphere.	2
10733	T1792	GW84	The Origin of Hillsong United are Sydney, NSW, Australia. 	Hillsong United is a religious band.	0
10734	T1792	GW84	The Labels of Hillsong United are Hillsong. 	Hillsong United records all their music in Australia.	1
10735	T1792	GW84	The Years active of Hillsong United are 1998-present. 	Hillsong United has been performing for over thirty years.	2
10736	T1793	GW96	The Studio of In the Aeroplane Over the Sea are Elephant 6. 	The studio called Elephant 6 specialized in rock.	1
10737	T1793	GW84	The Recorded of In the Aeroplane Over the Sea are July - September 1997. 	In the Aeroplane Over the Sea was recorded mostly during August.	1
10738	T1793	GW93	The Label of In the Aeroplane Over the Sea are Merge, and Domino. 	Merge was the first label of In the Aeroplane Over the Sea.	1
10739	T1794	GW84	The Foaled of Istabraq are 1992. 	Istabraq was born in the 90s.	0
10740	T1794	GW84	The Colour of Istabraq are Bay. 	Istabraq was faster in the flat than the hurdle.	1
10741	T1794	GW84	The Colour of Istabraq are Bay. 	Istabraq ran in less than twenty races.	2
10742	T1794	GW85	The Trainer of Istabraq are Aidan O'Brien. 	Istabraq was trained by Aidan O'Brien	0
10743	T1794	GW85	The Colour of Istabraq are Bay. 	It is from Ireland.	1
10744	T1794	GW85	The Sex of Istabraq are Gelding. 	Istabraq is a white color	2
10745	T1794	GW93	The Colour of Istabraq are Bay. 	Istabraq had more than one owner.	0
10746	T1794	GW93	The Foaled of Istabraq are 1992. 	Istabraq lived in Ireland after being born.	1
10747	T1794	GW93	The Colour of Istabraq are Bay. 	Istabraq made over one million pounds.	2
10748	T1796	GW93	The Years active of HIM are 1991-1993, and 1995-2017. 	HIM has been under more than three labels.	0
10749	T1796	GW93	The Origin of HIM are Helsinki, Finland. 	All of HIM's members were born in Helsinki.	1
10750	T1796	GW93	The Years active of HIM are 1991-1993, and 1995-2017. 	HIM was active continuously from 1991-2017.	2
10751	T1796	GW84	The Origin of HIM are Helsinki, Finland. 	HIM is a band from Europe.	0
10752	T1796	GW84	The Labels of HIM are BMG, Sire, Razor &amp; Tie, Double Cross, and Universal Music Group. 	BMG is the first label that signed HIM.	1
10753	T1796	GW84	The Origin of HIM are Helsinki, Finland. 	HIM is still touring the world.	2
10754	T1796	GW86	The Years active of HIM are 1991-1993, and 1995-2017. 	HIM had at least one hiatus in their musical activity lasting more than a year.	0
10755	T1796	GW86	The Years active of HIM are 1991-1993, and 1995-2017. 	The members of HIM reside in Finland.	1
10756	T1796	GW86	The Labels of HIM are BMG, Sire, Razor &amp; Tie, Double Cross, and Universal Music Group. 	HIM has been affiliated with just four record labels over the course of their career.	2
10757	T1797	GW86	The Years active of Huey Lewis and the News are 1979-present. 	Huey Lewis and the News have been active for approximately 40 years.	0
10758	T1797	GW86	The Labels of Huey Lewis and the News are Chrysalis, and Elektra. 	Huey Lewis and the News are currently signed to Elektra Records.	1
10759	T1797	GW86	The Origin of Huey Lewis and the News are San Francisco, California, U.S.. 	Huey Lewis and the News origins lie on the east coast of the United States.	2
10760	T1797	GW85	The Labels of Huey Lewis and the News are Chrysalis, and Elektra. 	Huey Lewis and the News is a rock and pop classic.	0
10761	T1797	GW85	The Labels of Huey Lewis and the News are Chrysalis, and Elektra. 	Huey Lewis and the News was affiliated with clover.	1
10762	T1797	GW85	The Website of Huey Lewis and the News are www .hueylewisandthenews .com. 	Huey Lewis and the News has no website	2
10763	T1797	GW94	The Labels of Huey Lewis and the News are Chrysalis, and Elektra. 	Huey Lewis and the News plays music in the rock genre.	0
10764	T1797	GW94	The Associated acts of Huey Lewis and the News are Clover. 	Huey Lewis and the News played as an opening act for Clover.	1
10765	T1797	GW94	The Years active of Huey Lewis and the News are 1979-present. 	Huey Lewis and the News comes is no longer active.	2
10766	T1799	GW85	The Year of In the Car are 1963. 	In the Car was made in 1963	0
10767	T1799	GW85	The Movement of In the Car are Pop art. 	It is a form of pop art	1
10768	T1799	GW85	The Year of In the Car are 1963. 	there is no known copy of it	2
10769	T1799	GW93	The Artist of In the Car are Roy Lichtenstein. 	In the Car was created by Roy Lichtenstein.	0
10770	T1799	GW93	The Year of In the Car are 1963. 	In the Car was made with only two colors.	1
10771	T1799	GW93	The Year of In the Car are 1963. 	In the Car was created in 1973.	2
10772	T1799	GW14	The Location of In the Car are Scottish National Gallery of Modern Art 1 of 2 copies. 	The Scottish National Gallery has at least one pop art piece.	0
10773	T1799	GW14	The Artist of In the Car are Roy Lichtenstein. 	Roy Lichtenstein painted several pop art pieces in the 60s.	1
10774	T1799	GW14	The Location of In the Car are Scottish National Gallery of Modern Art 1 of 2 copies. 	Roy Lichtenstein only produced small scale artworks under 2 feet wide.	2
10775	T1800	GW93	The Nominal GDP Per capita of Istanbul are US$23,221. 	Istanbul's per capita is over $32,221.	0
10776	T1800	GW93	The Rank of Istanbul are 1st in Turkey. 	Istanbul is the fifth largest city in Europe.	1
10777	T1800	GW93	The Area code(s) of Istanbul are 212  (European side), and 216  (Asian side). 	Istanbul has only one area code.	2
10778	T1800	GW94	The Rank of Istanbul are 1st in Turkey. 	Istanbul is the biggest city in Turkey.	0
10779	T1800	GW94	The Nominal GDP Total of Istanbul are US$349 billion. 	The GDP of Istanbul grew last year.	1
10780	T1800	GW94	The Area code(s) of Istanbul are 212  (European side), and 216  (Asian side). 	Istanbul has three area codes.	2
10781	T1800	GW28	The Area code(s) of Istanbul are 212  (European side), and 216  (Asian side). 	Istanbul is an area in Turkey located both in Asia and Europe.	0
10782	T1800	GW28	The Rank of Istanbul are 1st in Turkey. 	Istanbul is the most populous city in Turkey.	1
10783	T1800	GW28	The Area code(s) of Istanbul are 212  (European side), and 216  (Asian side). 	Istanbul is a poor region of Turkey.	2
10784	T1801	GW84	The Fields of Hugh Bradner are Engineering, physics, and geophysics. 	Hugh Bradner is in his 90s.	0
10785	T1801	GW84	The Fields of Hugh Bradner are Engineering, physics, and geophysics. 	Hugh Bradner spent more time working in engineering than in physics.	1
10786	T1801	GW84	The Fields of Hugh Bradner are Engineering, physics, and geophysics. 	Hugh Bradner still gives lectures at colleges.	2
10787	T1801	GW85	The Fields of Hugh Bradner are Engineering, physics, and geophysics. 	Hugh Bradner is from Nevada	0
10788	T1801	GW85	The Born of Hugh Bradner are November 5, 1915  Tonopah, Nevada. 	Hugh Bradner is a USA resident	1
10789	T1801	GW85	The Fields of Hugh Bradner are Engineering, physics, and geophysics. 	Hugh Bradner never went to collefe	2
10790	T1801	GW93	The Doctoral advisor of Hugh Bradner are William Vermillion Houston. 	Hugh Bradner's doctoral advisor was William Vermillion Houston.	0
10791	T1801	GW93	The Born of Hugh Bradner are November 5, 1915  Tonopah, Nevada. 	Hugh Bradner was the valedictorian at Berkeley.	1
10792	T1801	GW93	The Fields of Hugh Bradner are Engineering, physics, and geophysics. 	Hugh Bradner was killed.	2
10793	T1802	GW86	The Released of Is This It are July 30, 2001. 	Is This It was released in the summer of 2001.	0
10794	T1802	GW86	The Recorded of Is This It are March-April 2001. 	Is This It took over 30 days to record.	1
10795	T1802	GW86	The Length of Is This It are 36 : 28. 	Is This It is over 40 minutes long.	2
10796	T1802	GW93	The Released of Is This It are July 30, 2001. 	Willem de Kooning took one month to record.	0
10797	T1802	GW93	The Genre of Is This It are Indie rock, garage rock revival, and post-punk revival. 	Willem de Kooning is best known as an indie rock band.	1
10798	T1802	GW93	The Length of Is This It are 36 : 28. 	Willem de Kooning was over an hour long.	2
10799	T1802	GW2	The Label of Is This It are RCA. 	Is This It is a rock album.	0
10800	T1802	GW2	The Length of Is This It are 36 : 28. 	Is This It got to number 40 on the charts.	1
